_id,MonthYear,Station,Station_Type,Entry_Exit,Trip
16145,2024-01,East Hills Station,Train,Entry,15750
16146,2024-01,East Hills Station,Train,Exit,14770
16147,2024-02,East Hills Station,Train,Entry,18170
16148,2024-02,East Hills Station,Train,Exit,16620
16149,2024-03,East Hills Station,Train,Entry,19600
16150,2024-03,East Hills Station,Train,Exit,17910
16151,2024-04,East Hills Station,Train,Entry,17840
16152,2024-04,East Hills Station,Train,Exit,16320
16153,2024-05,East Hills Station,Train,Entry,19330
16154,2024-05,East Hills Station,Train,Exit,17490
16155,2024-06,East Hills Station,Train,Entry,16980
16156,2024-06,East Hills Station,Train,Exit,15650
16157,2016-07,East Maitland Station,Train,Entry,700
16158,2016-07,East Maitland Station,Train,Exit,730
16159,2016-08,East Maitland Station,Train,Entry,730
16160,2016-08,East Maitland Station,Train,Exit,930
16161,2016-09,East Maitland Station,Train,Entry,730
16162,2016-09,East Maitland Station,Train,Exit,840
16163,2016-10,East Maitland Station,Train,Entry,710
16164,2016-10,East Maitland Station,Train,Exit,890
16165,2016-11,East Maitland Station,Train,Entry,1450
16166,2016-11,East Maitland Station,Train,Exit,1810
16167,2016-12,East Maitland Station,Train,Entry,740
16168,2016-12,East Maitland Station,Train,Exit,790
16169,2017-01,East Maitland Station,Train,Entry,630
16170,2017-01,East Maitland Station,Train,Exit,560
16171,2017-02,East Maitland Station,Train,Entry,720
16172,2017-02,East Maitland Station,Train,Exit,840
16173,2017-03,East Maitland Station,Train,Entry,860
16174,2017-03,East Maitland Station,Train,Exit,960
16175,2017-04,East Maitland Station,Train,Entry,790
16176,2017-04,East Maitland Station,Train,Exit,810
16177,2017-05,East Maitland Station,Train,Entry,890
16178,2017-05,East Maitland Station,Train,Exit,1050
16179,2017-06,East Maitland Station,Train,Entry,740
16180,2017-06,East Maitland Station,Train,Exit,880
16181,2017-07,East Maitland Station,Train,Entry,790
16182,2017-07,East Maitland Station,Train,Exit,850
16183,2017-08,East Maitland Station,Train,Entry,790
16184,2017-08,East Maitland Station,Train,Exit,1080
16185,2017-09,East Maitland Station,Train,Entry,750
16186,2017-09,East Maitland Station,Train,Exit,820
16187,2017-10,East Maitland Station,Train,Entry,720
16188,2017-10,East Maitland Station,Train,Exit,930
16189,2017-11,East Maitland Station,Train,Entry,1690
16190,2017-11,East Maitland Station,Train,Exit,1880
16191,2017-12,East Maitland Station,Train,Entry,870
16192,2017-12,East Maitland Station,Train,Exit,830
16193,2018-01,East Maitland Station,Train,Entry,630
16194,2018-01,East Maitland Station,Train,Exit,520
16195,2018-02,East Maitland Station,Train,Entry,880
16196,2018-02,East Maitland Station,Train,Exit,990
16197,2018-03,East Maitland Station,Train,Entry,970
16198,2018-03,East Maitland Station,Train,Exit,1210
16199,2018-04,East Maitland Station,Train,Entry,870
16200,2018-04,East Maitland Station,Train,Exit,870
16201,2018-05,East Maitland Station,Train,Entry,1370
16202,2018-05,East Maitland Station,Train,Exit,1580
16203,2018-06,East Maitland Station,Train,Entry,810
16204,2018-06,East Maitland Station,Train,Exit,1070
16205,2018-07,East Maitland Station,Train,Entry,810
16206,2018-07,East Maitland Station,Train,Exit,830
16207,2018-08,East Maitland Station,Train,Entry,900
16208,2018-08,East Maitland Station,Train,Exit,1180
16209,2018-09,East Maitland Station,Train,Entry,890
16210,2018-09,East Maitland Station,Train,Exit,1190
16211,2018-10,East Maitland Station,Train,Entry,850
16212,2018-10,East Maitland Station,Train,Exit,850
16213,2018-11,East Maitland Station,Train,Entry,1710
16214,2018-11,East Maitland Station,Train,Exit,1920
16215,2018-12,East Maitland Station,Train,Entry,910
16216,2018-12,East Maitland Station,Train,Exit,890
16217,2019-01,East Maitland Station,Train,Entry,600
16218,2019-01,East Maitland Station,Train,Exit,490
16219,2019-02,East Maitland Station,Train,Entry,880
16220,2019-02,East Maitland Station,Train,Exit,1000
16221,2019-03,East Maitland Station,Train,Entry,1190
16222,2019-03,East Maitland Station,Train,Exit,1190
16223,2019-04,East Maitland Station,Train,Entry,1110
16224,2019-04,East Maitland Station,Train,Exit,1030
16225,2019-05,East Maitland Station,Train,Entry,1240
16226,2019-05,East Maitland Station,Train,Exit,1230
16227,2019-06,East Maitland Station,Train,Entry,950
16228,2019-06,East Maitland Station,Train,Exit,970
16229,2019-07,East Maitland Station,Train,Entry,910
16230,2019-07,East Maitland Station,Train,Exit,990
16231,2019-08,East Maitland Station,Train,Entry,1040
16232,2019-08,East Maitland Station,Train,Exit,1320
16233,2019-09,East Maitland Station,Train,Entry,1050
16234,2019-09,East Maitland Station,Train,Exit,1130
16235,2019-10,East Maitland Station,Train,Entry,840
16236,2019-10,East Maitland Station,Train,Exit,930
16237,2019-11,East Maitland Station,Train,Entry,1980
16238,2019-11,East Maitland Station,Train,Exit,2080
16239,2019-12,East Maitland Station,Train,Entry,980
16240,2019-12,East Maitland Station,Train,Exit,970
16241,2020-01,East Maitland Station,Train,Entry,700
16242,2020-01,East Maitland Station,Train,Exit,710
16243,2020-02,East Maitland Station,Train,Entry,1030
16244,2020-02,East Maitland Station,Train,Exit,900
16245,2020-03,East Maitland Station,Train,Entry,720
16246,2020-03,East Maitland Station,Train,Exit,720
16247,2020-04,East Maitland Station,Train,Entry,150
16248,2020-04,East Maitland Station,Train,Exit,120
16249,2020-05,East Maitland Station,Train,Entry,350
16250,2020-05,East Maitland Station,Train,Exit,370
16251,2020-06,East Maitland Station,Train,Entry,660
16252,2020-06,East Maitland Station,Train,Exit,670
16253,2020-07,East Maitland Station,Train,Entry,590
16254,2020-07,East Maitland Station,Train,Exit,560
16255,2020-08,East Maitland Station,Train,Entry,680
16256,2020-08,East Maitland Station,Train,Exit,760
16257,2020-09,East Maitland Station,Train,Entry,660
16258,2020-09,East Maitland Station,Train,Exit,650
16259,2020-10,East Maitland Station,Train,Entry,600
16260,2020-10,East Maitland Station,Train,Exit,660
16261,2020-11,East Maitland Station,Train,Entry,730
16262,2020-11,East Maitland Station,Train,Exit,810
16263,2020-12,East Maitland Station,Train,Entry,620
16264,2020-12,East Maitland Station,Train,Exit,640
16265,2021-01,East Maitland Station,Train,Entry,510
16266,2021-01,East Maitland Station,Train,Exit,510
16267,2021-02,East Maitland Station,Train,Entry,730
16268,2021-02,East Maitland Station,Train,Exit,710
16269,2021-03,East Maitland Station,Train,Entry,630
16270,2021-03,East Maitland Station,Train,Exit,640
16271,2021-04,East Maitland Station,Train,Entry,740
16272,2021-04,East Maitland Station,Train,Exit,740
16273,2021-05,East Maitland Station,Train,Entry,850
16274,2021-05,East Maitland Station,Train,Exit,770
16275,2021-06,East Maitland Station,Train,Entry,660
16276,2021-06,East Maitland Station,Train,Exit,650
16277,2021-07,East Maitland Station,Train,Entry,530
16278,2021-07,East Maitland Station,Train,Exit,490
16279,2021-08,East Maitland Station,Train,Entry,240
16280,2021-08,East Maitland Station,Train,Exit,200
16281,2021-09,East Maitland Station,Train,Entry,160
16282,2021-09,East Maitland Station,Train,Exit,120
16283,2021-10,East Maitland Station,Train,Entry,310
16284,2021-10,East Maitland Station,Train,Exit,260
16285,2021-11,East Maitland Station,Train,Entry,580
16286,2021-11,East Maitland Station,Train,Exit,580
16287,2021-12,East Maitland Station,Train,Entry,570
16288,2021-12,East Maitland Station,Train,Exit,440
16289,2022-01,East Maitland Station,Train,Entry,360
16290,2022-01,East Maitland Station,Train,Exit,340
16291,2022-02,East Maitland Station,Train,Entry,640
16292,2022-02,East Maitland Station,Train,Exit,610
16293,2022-03,East Maitland Station,Train,Entry,620
16294,2022-03,East Maitland Station,Train,Exit,670
16295,2022-04,East Maitland Station,Train,Entry,610
16296,2022-04,East Maitland Station,Train,Exit,590
16297,2022-05,East Maitland Station,Train,Entry,650
16298,2022-05,East Maitland Station,Train,Exit,650
16299,2022-06,East Maitland Station,Train,Entry,670
16300,2022-06,East Maitland Station,Train,Exit,600
16301,2022-07,East Maitland Station,Train,Entry,330
16302,2022-07,East Maitland Station,Train,Exit,270
16303,2022-08,East Maitland Station,Train,Entry,690
16304,2022-08,East Maitland Station,Train,Exit,670
16305,2022-09,East Maitland Station,Train,Entry,620
16306,2022-09,East Maitland Station,Train,Exit,510
16307,2022-10,East Maitland Station,Train,Entry,620
16308,2022-10,East Maitland Station,Train,Exit,530
16309,2022-11,East Maitland Station,Train,Entry,1300
16310,2022-11,East Maitland Station,Train,Exit,1360
16311,2022-12,East Maitland Station,Train,Entry,690
16312,2022-12,East Maitland Station,Train,Exit,590
16313,2023-01,East Maitland Station,Train,Entry,530
16314,2023-01,East Maitland Station,Train,Exit,490
16315,2023-02,East Maitland Station,Train,Entry,680
16316,2023-02,East Maitland Station,Train,Exit,650
16317,2023-03,East Maitland Station,Train,Entry,810
16318,2023-03,East Maitland Station,Train,Exit,710
16319,2023-04,East Maitland Station,Train,Entry,650
16320,2023-04,East Maitland Station,Train,Exit,650
16321,2023-05,East Maitland Station,Train,Entry,660
16322,2023-05,East Maitland Station,Train,Exit,650
16323,2023-06,East Maitland Station,Train,Entry,540
16324,2023-06,East Maitland Station,Train,Exit,520
16325,2023-07,East Maitland Station,Train,Entry,640
16326,2023-07,East Maitland Station,Train,Exit,610
16327,2023-08,East Maitland Station,Train,Entry,750
16328,2023-08,East Maitland Station,Train,Exit,740
16329,2023-09,East Maitland Station,Train,Entry,600
16330,2023-09,East Maitland Station,Train,Exit,660
16331,2023-10,East Maitland Station,Train,Entry,770
16332,2023-10,East Maitland Station,Train,Exit,760
16333,2023-11,East Maitland Station,Train,Entry,1160
16334,2023-11,East Maitland Station,Train,Exit,1200
16335,2023-12,East Maitland Station,Train,Entry,650
16336,2023-12,East Maitland Station,Train,Exit,610
16337,2024-01,East Maitland Station,Train,Entry,570
16338,2024-01,East Maitland Station,Train,Exit,560
16339,2024-02,East Maitland Station,Train,Entry,690
16340,2024-02,East Maitland Station,Train,Exit,700
16341,2024-03,East Maitland Station,Train,Entry,690
16342,2024-03,East Maitland Station,Train,Exit,640
16343,2024-04,East Maitland Station,Train,Entry,760
16344,2024-04,East Maitland Station,Train,Exit,630
16345,2024-05,East Maitland Station,Train,Entry,550
16346,2024-05,East Maitland Station,Train,Exit,580
16347,2024-06,East Maitland Station,Train,Entry,460
16348,2024-06,East Maitland Station,Train,Exit,410
16349,2016-07,East Richmond Station,Train,Entry,4760
16350,2016-07,East Richmond Station,Train,Exit,5980
16351,2016-08,East Richmond Station,Train,Entry,6290
16352,2016-08,East Richmond Station,Train,Exit,8220
16353,2016-09,East Richmond Station,Train,Entry,5470
16354,2016-09,East Richmond Station,Train,Exit,6870
16355,2016-10,East Richmond Station,Train,Entry,5150
16356,2016-10,East Richmond Station,Train,Exit,6810
16357,2016-11,East Richmond Station,Train,Entry,4740
16358,2016-11,East Richmond Station,Train,Exit,5520
16359,2016-12,East Richmond Station,Train,Entry,3620
16360,2016-12,East Richmond Station,Train,Exit,3790
16361,2017-01,East Richmond Station,Train,Entry,3600
16362,2017-01,East Richmond Station,Train,Exit,3890
16363,2017-02,East Richmond Station,Train,Entry,5140
16364,2017-02,East Richmond Station,Train,Exit,5970
16365,2017-03,East Richmond Station,Train,Entry,6780
16366,2017-03,East Richmond Station,Train,Exit,9430
16367,2017-04,East Richmond Station,Train,Entry,4790
16368,2017-04,East Richmond Station,Train,Exit,5660
16369,2017-05,East Richmond Station,Train,Entry,6500
16370,2017-05,East Richmond Station,Train,Exit,8200
16371,2017-06,East Richmond Station,Train,Entry,4850
16372,2017-06,East Richmond Station,Train,Exit,5530
16373,2017-07,East Richmond Station,Train,Entry,5490
16374,2017-07,East Richmond Station,Train,Exit,6720
16375,2017-08,East Richmond Station,Train,Entry,5450
16376,2017-08,East Richmond Station,Train,Exit,7750
16377,2017-09,East Richmond Station,Train,Entry,4850
16378,2017-09,East Richmond Station,Train,Exit,6380
16379,2017-10,East Richmond Station,Train,Entry,4740
16380,2017-10,East Richmond Station,Train,Exit,6450
16381,2017-11,East Richmond Station,Train,Entry,4900
16382,2017-11,East Richmond Station,Train,Exit,5590
16383,2017-12,East Richmond Station,Train,Entry,3350
16384,2017-12,East Richmond Station,Train,Exit,3560
16385,2018-01,East Richmond Station,Train,Entry,3210
16386,2018-01,East Richmond Station,Train,Exit,3430
16387,2018-02,East Richmond Station,Train,Entry,4180
16388,2018-02,East Richmond Station,Train,Exit,4600
16389,2018-03,East Richmond Station,Train,Entry,4960
16390,2018-03,East Richmond Station,Train,Exit,8000
16391,2018-04,East Richmond Station,Train,Entry,4300
16392,2018-04,East Richmond Station,Train,Exit,6760
16393,2018-05,East Richmond Station,Train,Entry,5130
16394,2018-05,East Richmond Station,Train,Exit,7880
16395,2018-06,East Richmond Station,Train,Entry,4250
16396,2018-06,East Richmond Station,Train,Exit,5750
16397,2018-07,East Richmond Station,Train,Entry,3970
16398,2018-07,East Richmond Station,Train,Exit,4640
16399,2018-08,East Richmond Station,Train,Entry,5160
16400,2018-08,East Richmond Station,Train,Exit,7900
16401,2018-09,East Richmond Station,Train,Entry,4660
16402,2018-09,East Richmond Station,Train,Exit,6260
16403,2018-10,East Richmond Station,Train,Entry,4810
16404,2018-10,East Richmond Station,Train,Exit,7020
16405,2018-11,East Richmond Station,Train,Entry,4690
16406,2018-11,East Richmond Station,Train,Exit,5920
16407,2018-12,East Richmond Station,Train,Entry,3880
16408,2018-12,East Richmond Station,Train,Exit,4220
16409,2019-01,East Richmond Station,Train,Entry,3760
16410,2019-01,East Richmond Station,Train,Exit,4270
16411,2019-02,East Richmond Station,Train,Entry,4380
16412,2019-02,East Richmond Station,Train,Exit,4820
16413,2019-03,East Richmond Station,Train,Entry,5430
16414,2019-03,East Richmond Station,Train,Exit,8330
16415,2019-04,East Richmond Station,Train,Entry,4190
16416,2019-04,East Richmond Station,Train,Exit,6030
16417,2019-05,East Richmond Station,Train,Entry,5760
16418,2019-05,East Richmond Station,Train,Exit,8040
16419,2019-06,East Richmond Station,Train,Entry,4480
16420,2019-06,East Richmond Station,Train,Exit,5840
16421,2019-07,East Richmond Station,Train,Entry,4680
16422,2019-07,East Richmond Station,Train,Exit,5930
16423,2019-08,East Richmond Station,Train,Entry,4910
16424,2019-08,East Richmond Station,Train,Exit,7240
16425,2019-09,East Richmond Station,Train,Entry,4270
16426,2019-09,East Richmond Station,Train,Exit,5820
16427,2019-10,East Richmond Station,Train,Entry,4570
16428,2019-10,East Richmond Station,Train,Exit,6460
16429,2019-11,East Richmond Station,Train,Entry,4520
16430,2019-11,East Richmond Station,Train,Exit,5400
16431,2019-12,East Richmond Station,Train,Entry,3640
16432,2019-12,East Richmond Station,Train,Exit,3960
16433,2020-01,East Richmond Station,Train,Entry,3560
16434,2020-01,East Richmond Station,Train,Exit,4010
16435,2020-02,East Richmond Station,Train,Entry,4280
16436,2020-02,East Richmond Station,Train,Exit,4540
16437,2020-03,East Richmond Station,Train,Entry,3770
16438,2020-03,East Richmond Station,Train,Exit,6200
16439,2020-04,East Richmond Station,Train,Entry,740
16440,2020-04,East Richmond Station,Train,Exit,790
16441,2020-05,East Richmond Station,Train,Entry,1180
16442,2020-05,East Richmond Station,Train,Exit,1240
16443,2020-06,East Richmond Station,Train,Entry,1570
16444,2020-06,East Richmond Station,Train,Exit,1610
16445,2020-07,East Richmond Station,Train,Entry,1900
16446,2020-07,East Richmond Station,Train,Exit,2150
16447,2020-08,East Richmond Station,Train,Entry,1950
16448,2020-08,East Richmond Station,Train,Exit,2140
16449,2020-09,East Richmond Station,Train,Entry,2150
16450,2020-09,East Richmond Station,Train,Exit,2350
16451,2020-10,East Richmond Station,Train,Entry,2170
16452,2020-10,East Richmond Station,Train,Exit,2430
16453,2020-11,East Richmond Station,Train,Entry,2390
16454,2020-11,East Richmond Station,Train,Exit,2570
16455,2020-12,East Richmond Station,Train,Entry,2140
16456,2020-12,East Richmond Station,Train,Exit,2220
16457,2021-01,East Richmond Station,Train,Entry,1760
16458,2021-01,East Richmond Station,Train,Exit,1880
16459,2021-02,East Richmond Station,Train,Entry,2830
16460,2021-02,East Richmond Station,Train,Exit,2840
16461,2021-03,East Richmond Station,Train,Entry,2750
16462,2021-03,East Richmond Station,Train,Exit,3900
16463,2021-04,East Richmond Station,Train,Entry,3710
16464,2021-04,East Richmond Station,Train,Exit,4200
16465,2021-05,East Richmond Station,Train,Entry,3600
16466,2021-05,East Richmond Station,Train,Exit,4760
16467,2021-06,East Richmond Station,Train,Entry,2930
16468,2021-06,East Richmond Station,Train,Exit,3420
16469,2021-07,East Richmond Station,Train,Entry,970
16470,2021-07,East Richmond Station,Train,Exit,1070
16471,2021-08,East Richmond Station,Train,Entry,740
16472,2021-08,East Richmond Station,Train,Exit,760
16473,2021-09,East Richmond Station,Train,Entry,730
16474,2021-09,East Richmond Station,Train,Exit,820
16475,2021-10,East Richmond Station,Train,Entry,1340
16476,2021-10,East Richmond Station,Train,Exit,1440
16477,2021-11,East Richmond Station,Train,Entry,2400
16478,2021-11,East Richmond Station,Train,Exit,2670
16479,2021-12,East Richmond Station,Train,Entry,1950
16480,2021-12,East Richmond Station,Train,Exit,2110
16481,2022-01,East Richmond Station,Train,Entry,1490
16482,2022-01,East Richmond Station,Train,Exit,1530
16483,2022-02,East Richmond Station,Train,Entry,2350
16484,2022-02,East Richmond Station,Train,Exit,2480
16485,2022-03,East Richmond Station,Train,Entry,780
16486,2022-03,East Richmond Station,Train,Exit,1050
16487,2022-04,East Richmond Station,Train,Entry,2410
16488,2022-04,East Richmond Station,Train,Exit,3080
16489,2022-05,East Richmond Station,Train,Entry,3800
16490,2022-05,East Richmond Station,Train,Exit,4580
16491,2022-06,East Richmond Station,Train,Entry,2930
16492,2022-06,East Richmond Station,Train,Exit,3680
16493,2022-07,East Richmond Station,Train,Entry,1250
16494,2022-07,East Richmond Station,Train,Exit,1570
16495,2022-08,East Richmond Station,Train,Entry,2830
16496,2022-08,East Richmond Station,Train,Exit,4110
16497,2022-09,East Richmond Station,Train,Entry,2850
16498,2022-09,East Richmond Station,Train,Exit,3810
16499,2022-10,East Richmond Station,Train,Entry,2980
16500,2022-10,East Richmond Station,Train,Exit,3900
16501,2022-11,East Richmond Station,Train,Entry,2670
16502,2022-11,East Richmond Station,Train,Exit,3020
16503,2022-12,East Richmond Station,Train,Entry,2640
16504,2022-12,East Richmond Station,Train,Exit,2780
16505,2023-01,East Richmond Station,Train,Entry,2800
16506,2023-01,East Richmond Station,Train,Exit,3070
16507,2023-02,East Richmond Station,Train,Entry,3790
16508,2023-02,East Richmond Station,Train,Exit,4200
16509,2023-03,East Richmond Station,Train,Entry,4440
16510,2023-03,East Richmond Station,Train,Exit,6770
16511,2023-04,East Richmond Station,Train,Entry,3510
16512,2023-04,East Richmond Station,Train,Exit,4720
16513,2023-05,East Richmond Station,Train,Entry,4380
16514,2023-05,East Richmond Station,Train,Exit,6120
16515,2023-06,East Richmond Station,Train,Entry,3920
16516,2023-06,East Richmond Station,Train,Exit,4880
16517,2023-07,East Richmond Station,Train,Entry,3580
16518,2023-07,East Richmond Station,Train,Exit,4480
16519,2023-08,East Richmond Station,Train,Entry,4750
16520,2023-08,East Richmond Station,Train,Exit,7070
16521,2023-09,East Richmond Station,Train,Entry,4020
16522,2023-09,East Richmond Station,Train,Exit,5700
16523,2023-10,East Richmond Station,Train,Entry,4110
16524,2023-10,East Richmond Station,Train,Exit,5800
16525,2023-11,East Richmond Station,Train,Entry,4140
16526,2023-11,East Richmond Station,Train,Exit,4890
16527,2023-12,East Richmond Station,Train,Entry,3460
16528,2023-12,East Richmond Station,Train,Exit,3490
16529,2024-01,East Richmond Station,Train,Entry,3010
16530,2024-01,East Richmond Station,Train,Exit,3380
16531,2024-02,East Richmond Station,Train,Entry,4410
16532,2024-02,East Richmond Station,Train,Exit,4930
16533,2024-03,East Richmond Station,Train,Entry,5470
16534,2024-03,East Richmond Station,Train,Exit,7690
16535,2024-04,East Richmond Station,Train,Entry,4440
16536,2024-04,East Richmond Station,Train,Exit,5870
16537,2024-05,East Richmond Station,Train,Entry,5100
16538,2024-05,East Richmond Station,Train,Exit,7340
16539,2024-06,East Richmond Station,Train,Entry,4290
16540,2024-06,East Richmond Station,Train,Exit,5020
16541,2016-07,Eastwood Station,Train,Entry,199870
16542,2016-07,Eastwood Station,Train,Exit,196840
16543,2016-08,Eastwood Station,Train,Entry,212280
16544,2016-08,Eastwood Station,Train,Exit,208170
16545,2016-09,Eastwood Station,Train,Entry,210070
16546,2016-09,Eastwood Station,Train,Exit,206010
16547,2016-10,Eastwood Station,Train,Entry,200420
16548,2016-10,Eastwood Station,Train,Exit,196100
16549,2016-11,Eastwood Station,Train,Entry,205300
16550,2016-11,Eastwood Station,Train,Exit,200510
16551,2016-12,Eastwood Station,Train,Entry,185900
16552,2016-12,Eastwood Station,Train,Exit,179960
16553,2017-01,Eastwood Station,Train,Entry,172700
16554,2017-01,Eastwood Station,Train,Exit,171930
16555,2017-02,Eastwood Station,Train,Entry,184430
16556,2017-02,Eastwood Station,Train,Exit,181750
16557,2017-03,Eastwood Station,Train,Entry,216610
16558,2017-03,Eastwood Station,Train,Exit,211710
16559,2017-04,Eastwood Station,Train,Entry,198140
16560,2017-04,Eastwood Station,Train,Exit,194800
16561,2017-05,Eastwood Station,Train,Entry,233100
16562,2017-05,Eastwood Station,Train,Exit,228760
16563,2017-06,Eastwood Station,Train,Entry,196470
16564,2017-06,Eastwood Station,Train,Exit,192450
16565,2017-07,Eastwood Station,Train,Entry,211030
16566,2017-07,Eastwood Station,Train,Exit,208420
16567,2017-08,Eastwood Station,Train,Entry,222810
16568,2017-08,Eastwood Station,Train,Exit,219290
16569,2017-09,Eastwood Station,Train,Entry,218730
16570,2017-09,Eastwood Station,Train,Exit,214930
16571,2017-10,Eastwood Station,Train,Entry,215100
16572,2017-10,Eastwood Station,Train,Exit,211690
16573,2017-11,Eastwood Station,Train,Entry,219650
16574,2017-11,Eastwood Station,Train,Exit,214710
16575,2017-12,Eastwood Station,Train,Entry,190180
16576,2017-12,Eastwood Station,Train,Exit,184160
16577,2018-01,Eastwood Station,Train,Entry,175480
16578,2018-01,Eastwood Station,Train,Exit,173540
16579,2018-02,Eastwood Station,Train,Entry,192580
16580,2018-02,Eastwood Station,Train,Exit,188920
16581,2018-03,Eastwood Station,Train,Entry,221420
16582,2018-03,Eastwood Station,Train,Exit,215710
16583,2018-04,Eastwood Station,Train,Entry,208210
16584,2018-04,Eastwood Station,Train,Exit,204720
16585,2018-05,Eastwood Station,Train,Entry,236450
16586,2018-05,Eastwood Station,Train,Exit,232230
16587,2018-06,Eastwood Station,Train,Entry,201080
16588,2018-06,Eastwood Station,Train,Exit,197090
16589,2018-07,Eastwood Station,Train,Entry,213820
16590,2018-07,Eastwood Station,Train,Exit,211220
16591,2018-08,Eastwood Station,Train,Entry,225270
16592,2018-08,Eastwood Station,Train,Exit,221840
16593,2018-09,Eastwood Station,Train,Entry,219780
16594,2018-09,Eastwood Station,Train,Exit,216190
16595,2018-10,Eastwood Station,Train,Entry,222290
16596,2018-10,Eastwood Station,Train,Exit,218730
16597,2018-11,Eastwood Station,Train,Entry,228850
16598,2018-11,Eastwood Station,Train,Exit,222650
16599,2018-12,Eastwood Station,Train,Entry,197660
16600,2018-12,Eastwood Station,Train,Exit,190910
16601,2019-01,Eastwood Station,Train,Entry,181000
16602,2019-01,Eastwood Station,Train,Exit,179380
16603,2019-02,Eastwood Station,Train,Entry,209900
16604,2019-02,Eastwood Station,Train,Exit,206340
16605,2019-03,Eastwood Station,Train,Entry,227080
16606,2019-03,Eastwood Station,Train,Exit,223740
16607,2019-04,Eastwood Station,Train,Entry,212700
16608,2019-04,Eastwood Station,Train,Exit,209100
16609,2019-05,Eastwood Station,Train,Entry,240550
16610,2019-05,Eastwood Station,Train,Exit,237580
16611,2019-06,Eastwood Station,Train,Entry,196190
16612,2019-06,Eastwood Station,Train,Exit,195830
16613,2019-07,Eastwood Station,Train,Entry,215190
16614,2019-07,Eastwood Station,Train,Exit,214010
16615,2019-08,Eastwood Station,Train,Entry,234140
16616,2019-08,Eastwood Station,Train,Exit,232850
16617,2019-09,Eastwood Station,Train,Entry,224840
16618,2019-09,Eastwood Station,Train,Exit,223460
16619,2019-10,Eastwood Station,Train,Entry,223100
16620,2019-10,Eastwood Station,Train,Exit,221620
16621,2019-11,Eastwood Station,Train,Entry,221740
16622,2019-11,Eastwood Station,Train,Exit,220020
16623,2019-12,Eastwood Station,Train,Entry,198390
16624,2019-12,Eastwood Station,Train,Exit,195230
16625,2020-01,Eastwood Station,Train,Entry,168440
16626,2020-01,Eastwood Station,Train,Exit,167170
16627,2020-02,Eastwood Station,Train,Entry,165590
16628,2020-02,Eastwood Station,Train,Exit,160720
16629,2020-03,Eastwood Station,Train,Entry,122320
16630,2020-03,Eastwood Station,Train,Exit,120000
16631,2020-04,Eastwood Station,Train,Entry,37000
16632,2020-04,Eastwood Station,Train,Exit,36980
16633,2020-05,Eastwood Station,Train,Entry,63290
16634,2020-05,Eastwood Station,Train,Exit,63440
16635,2020-06,Eastwood Station,Train,Entry,90890
16636,2020-06,Eastwood Station,Train,Exit,91660
16637,2020-07,Eastwood Station,Train,Entry,104110
16638,2020-07,Eastwood Station,Train,Exit,104310
16639,2020-08,Eastwood Station,Train,Entry,101150
16640,2020-08,Eastwood Station,Train,Exit,101500
16641,2020-09,Eastwood Station,Train,Entry,107150
16642,2020-09,Eastwood Station,Train,Exit,106920
16643,2020-10,Eastwood Station,Train,Entry,111880
16644,2020-10,Eastwood Station,Train,Exit,112530
16645,2020-11,Eastwood Station,Train,Entry,115720
16646,2020-11,Eastwood Station,Train,Exit,117280
16647,2020-12,Eastwood Station,Train,Entry,114360
16648,2020-12,Eastwood Station,Train,Exit,114700
16649,2021-01,Eastwood Station,Train,Entry,98340
16650,2021-01,Eastwood Station,Train,Exit,98160
16651,2021-02,Eastwood Station,Train,Entry,123040
16652,2021-02,Eastwood Station,Train,Exit,123910
16653,2021-03,Eastwood Station,Train,Entry,133560
16654,2021-03,Eastwood Station,Train,Exit,133900
16655,2021-04,Eastwood Station,Train,Entry,138680
16656,2021-04,Eastwood Station,Train,Exit,138930
16657,2021-05,Eastwood Station,Train,Entry,143680
16658,2021-05,Eastwood Station,Train,Exit,144390
16659,2021-06,Eastwood Station,Train,Entry,108490
16660,2021-06,Eastwood Station,Train,Exit,108940
16661,2021-07,Eastwood Station,Train,Entry,33720
16662,2021-07,Eastwood Station,Train,Exit,33230
16663,2021-08,Eastwood Station,Train,Entry,27030
16664,2021-08,Eastwood Station,Train,Exit,26420
16665,2021-09,Eastwood Station,Train,Entry,29500
16666,2021-09,Eastwood Station,Train,Exit,28870
16667,2021-10,Eastwood Station,Train,Entry,58590
16668,2021-10,Eastwood Station,Train,Exit,58560
16669,2021-11,Eastwood Station,Train,Entry,100520
16670,2021-11,Eastwood Station,Train,Exit,100960
16671,2021-12,Eastwood Station,Train,Entry,97110
16672,2021-12,Eastwood Station,Train,Exit,96600
16673,2022-01,Eastwood Station,Train,Entry,66530
16674,2022-01,Eastwood Station,Train,Exit,67110
16675,2022-02,Eastwood Station,Train,Entry,85900
16676,2022-02,Eastwood Station,Train,Exit,85800
16677,2022-03,Eastwood Station,Train,Entry,94680
16678,2022-03,Eastwood Station,Train,Exit,93610
16679,2022-04,Eastwood Station,Train,Entry,116680
16680,2022-04,Eastwood Station,Train,Exit,117240
16681,2022-05,Eastwood Station,Train,Entry,128730
16682,2022-05,Eastwood Station,Train,Exit,130360
16683,2022-06,Eastwood Station,Train,Entry,119520
16684,2022-06,Eastwood Station,Train,Exit,119740
16685,2022-07,Eastwood Station,Train,Entry,110760
16686,2022-07,Eastwood Station,Train,Exit,111200
16687,2022-08,Eastwood Station,Train,Entry,128460
16688,2022-08,Eastwood Station,Train,Exit,125940
