_id,MonthYear,Station,Station_Type,Entry_Exit,Trip
48678,2020-10,Sutherland Station,Train,Exit,97040
48679,2020-11,Sutherland Station,Train,Entry,107610
48680,2020-11,Sutherland Station,Train,Exit,103320
48681,2020-12,Sutherland Station,Train,Entry,92580
48682,2020-12,Sutherland Station,Train,Exit,88510
48683,2021-01,Sutherland Station,Train,Entry,82380
48684,2021-01,Sutherland Station,Train,Exit,80780
48685,2021-02,Sutherland Station,Train,Entry,110100
48686,2021-02,Sutherland Station,Train,Exit,106070
48687,2021-03,Sutherland Station,Train,Entry,133970
48688,2021-03,Sutherland Station,Train,Exit,127680
48689,2021-04,Sutherland Station,Train,Entry,136820
48690,2021-04,Sutherland Station,Train,Exit,132450
48691,2021-05,Sutherland Station,Train,Entry,134730
48692,2021-05,Sutherland Station,Train,Exit,128700
48693,2021-06,Sutherland Station,Train,Entry,107190
48694,2021-06,Sutherland Station,Train,Exit,103380
48695,2021-07,Sutherland Station,Train,Entry,29440
48696,2021-07,Sutherland Station,Train,Exit,29620
48697,2021-08,Sutherland Station,Train,Entry,27550
48698,2021-08,Sutherland Station,Train,Exit,27000
48699,2021-09,Sutherland Station,Train,Entry,28420
48700,2021-09,Sutherland Station,Train,Exit,28040
48701,2021-10,Sutherland Station,Train,Entry,57480
48702,2021-10,Sutherland Station,Train,Exit,55570
48703,2021-11,Sutherland Station,Train,Entry,90050
48704,2021-11,Sutherland Station,Train,Exit,85310
48705,2021-12,Sutherland Station,Train,Entry,87410
48706,2021-12,Sutherland Station,Train,Exit,83250
48707,2022-01,Sutherland Station,Train,Entry,59830
48708,2022-01,Sutherland Station,Train,Exit,58880
48709,2022-02,Sutherland Station,Train,Entry,77780
48710,2022-02,Sutherland Station,Train,Exit,73560
48711,2022-03,Sutherland Station,Train,Entry,111370
48712,2022-03,Sutherland Station,Train,Exit,106370
48713,2022-04,Sutherland Station,Train,Entry,124160
48714,2022-04,Sutherland Station,Train,Exit,122350
48715,2022-05,Sutherland Station,Train,Entry,121540
48716,2022-05,Sutherland Station,Train,Exit,117460
48717,2022-06,Sutherland Station,Train,Entry,129980
48718,2022-06,Sutherland Station,Train,Exit,124980
48719,2022-07,Sutherland Station,Train,Entry,104310
48720,2022-07,Sutherland Station,Train,Exit,101990
48721,2022-08,Sutherland Station,Train,Entry,120480
48722,2022-08,Sutherland Station,Train,Exit,109240
48723,2022-09,Sutherland Station,Train,Entry,120780
48724,2022-09,Sutherland Station,Train,Exit,112060
48725,2022-10,Sutherland Station,Train,Entry,127430
48726,2022-10,Sutherland Station,Train,Exit,121060
48727,2022-11,Sutherland Station,Train,Entry,103620
48728,2022-11,Sutherland Station,Train,Exit,99660
48729,2022-12,Sutherland Station,Train,Entry,124270
48730,2022-12,Sutherland Station,Train,Exit,119080
48731,2023-01,Sutherland Station,Train,Entry,110930
48732,2023-01,Sutherland Station,Train,Exit,108760
48733,2023-02,Sutherland Station,Train,Entry,142310
48734,2023-02,Sutherland Station,Train,Exit,136340
48735,2023-03,Sutherland Station,Train,Entry,155530
48736,2023-03,Sutherland Station,Train,Exit,151100
48737,2023-04,Sutherland Station,Train,Entry,129410
48738,2023-04,Sutherland Station,Train,Exit,126200
48739,2023-05,Sutherland Station,Train,Entry,141400
48740,2023-05,Sutherland Station,Train,Exit,136220
48741,2023-06,Sutherland Station,Train,Entry,140780
48742,2023-06,Sutherland Station,Train,Exit,135400
48743,2023-07,Sutherland Station,Train,Entry,128880
48744,2023-07,Sutherland Station,Train,Exit,128100
48745,2023-08,Sutherland Station,Train,Entry,150860
48746,2023-08,Sutherland Station,Train,Exit,145880
48747,2023-09,Sutherland Station,Train,Entry,142670
48748,2023-09,Sutherland Station,Train,Exit,136410
48749,2023-10,Sutherland Station,Train,Entry,137540
48750,2023-10,Sutherland Station,Train,Exit,133620
48751,2023-11,Sutherland Station,Train,Entry,152370
48752,2023-11,Sutherland Station,Train,Exit,147820
48753,2023-12,Sutherland Station,Train,Entry,132890
48754,2023-12,Sutherland Station,Train,Exit,126510
48755,2024-01,Sutherland Station,Train,Entry,128070
48756,2024-01,Sutherland Station,Train,Exit,124820
48757,2024-02,Sutherland Station,Train,Entry,147860
48758,2024-02,Sutherland Station,Train,Exit,142350
48759,2024-03,Sutherland Station,Train,Entry,184640
48760,2024-03,Sutherland Station,Train,Exit,178000
48761,2024-04,Sutherland Station,Train,Entry,155700
48762,2024-04,Sutherland Station,Train,Exit,153750
48763,2024-05,Sutherland Station,Train,Entry,161930
48764,2024-05,Sutherland Station,Train,Exit,158430
48765,2024-06,Sutherland Station,Train,Entry,144810
48766,2024-06,Sutherland Station,Train,Exit,140560
48767,2016-07,Sydenham Station,Train,Entry,164880
48768,2016-07,Sydenham Station,Train,Exit,160860
48769,2016-08,Sydenham Station,Train,Entry,165130
48770,2016-08,Sydenham Station,Train,Exit,155960
48771,2016-09,Sydenham Station,Train,Entry,160660
48772,2016-09,Sydenham Station,Train,Exit,152760
48773,2016-10,Sydenham Station,Train,Entry,157830
48774,2016-10,Sydenham Station,Train,Exit,149530
48775,2016-11,Sydenham Station,Train,Entry,174890
48776,2016-11,Sydenham Station,Train,Exit,165830
48777,2016-12,Sydenham Station,Train,Entry,168450
48778,2016-12,Sydenham Station,Train,Exit,157810
48779,2017-01,Sydenham Station,Train,Entry,155460
48780,2017-01,Sydenham Station,Train,Exit,152550
48781,2017-02,Sydenham Station,Train,Entry,154760
48782,2017-02,Sydenham Station,Train,Exit,149920
48783,2017-03,Sydenham Station,Train,Entry,178410
48784,2017-03,Sydenham Station,Train,Exit,171440
48785,2017-04,Sydenham Station,Train,Entry,148200
48786,2017-04,Sydenham Station,Train,Exit,141350
48787,2017-05,Sydenham Station,Train,Entry,175310
48788,2017-05,Sydenham Station,Train,Exit,169950
48789,2017-06,Sydenham Station,Train,Entry,163760
48790,2017-06,Sydenham Station,Train,Exit,154170
48791,2017-07,Sydenham Station,Train,Entry,174540
48792,2017-07,Sydenham Station,Train,Exit,168080
48793,2017-08,Sydenham Station,Train,Entry,175480
48794,2017-08,Sydenham Station,Train,Exit,168280
48795,2017-09,Sydenham Station,Train,Entry,162780
48796,2017-09,Sydenham Station,Train,Exit,155900
48797,2017-10,Sydenham Station,Train,Entry,171360
48798,2017-10,Sydenham Station,Train,Exit,163810
48799,2017-11,Sydenham Station,Train,Entry,171830
48800,2017-11,Sydenham Station,Train,Exit,164190
48801,2017-12,Sydenham Station,Train,Entry,160420
48802,2017-12,Sydenham Station,Train,Exit,156770
48803,2018-01,Sydenham Station,Train,Entry,149570
48804,2018-01,Sydenham Station,Train,Exit,142420
48805,2018-02,Sydenham Station,Train,Entry,175490
48806,2018-02,Sydenham Station,Train,Exit,166120
48807,2018-03,Sydenham Station,Train,Entry,172200
48808,2018-03,Sydenham Station,Train,Exit,163110
48809,2018-04,Sydenham Station,Train,Entry,165680
48810,2018-04,Sydenham Station,Train,Exit,159310
48811,2018-05,Sydenham Station,Train,Entry,185810
48812,2018-05,Sydenham Station,Train,Exit,183910
48813,2018-06,Sydenham Station,Train,Entry,171680
48814,2018-06,Sydenham Station,Train,Exit,163360
48815,2018-07,Sydenham Station,Train,Entry,174860
48816,2018-07,Sydenham Station,Train,Exit,170380
48817,2018-08,Sydenham Station,Train,Entry,189160
48818,2018-08,Sydenham Station,Train,Exit,179390
48819,2018-09,Sydenham Station,Train,Entry,177080
48820,2018-09,Sydenham Station,Train,Exit,173130
48821,2018-10,Sydenham Station,Train,Entry,169340
48822,2018-10,Sydenham Station,Train,Exit,166880
48823,2018-11,Sydenham Station,Train,Entry,198120
48824,2018-11,Sydenham Station,Train,Exit,197020
48825,2018-12,Sydenham Station,Train,Entry,158900
48826,2018-12,Sydenham Station,Train,Exit,153470
48827,2019-01,Sydenham Station,Train,Entry,162330
48828,2019-01,Sydenham Station,Train,Exit,156220
48829,2019-02,Sydenham Station,Train,Entry,162570
48830,2019-02,Sydenham Station,Train,Exit,157580
48831,2019-03,Sydenham Station,Train,Entry,178760
48832,2019-03,Sydenham Station,Train,Exit,173790
48833,2019-04,Sydenham Station,Train,Entry,161100
48834,2019-04,Sydenham Station,Train,Exit,155180
48835,2019-05,Sydenham Station,Train,Entry,190040
48836,2019-05,Sydenham Station,Train,Exit,184220
48837,2019-06,Sydenham Station,Train,Entry,175290
48838,2019-06,Sydenham Station,Train,Exit,174160
48839,2019-07,Sydenham Station,Train,Entry,180340
48840,2019-07,Sydenham Station,Train,Exit,178660
48841,2019-08,Sydenham Station,Train,Entry,187390
48842,2019-08,Sydenham Station,Train,Exit,181260
48843,2019-09,Sydenham Station,Train,Entry,184130
48844,2019-09,Sydenham Station,Train,Exit,175690
48845,2019-10,Sydenham Station,Train,Entry,177200
48846,2019-10,Sydenham Station,Train,Exit,181240
48847,2019-11,Sydenham Station,Train,Entry,185020
48848,2019-11,Sydenham Station,Train,Exit,180200
48849,2019-12,Sydenham Station,Train,Entry,184010
48850,2019-12,Sydenham Station,Train,Exit,177220
48851,2020-01,Sydenham Station,Train,Entry,177730
48852,2020-01,Sydenham Station,Train,Exit,172580
48853,2020-02,Sydenham Station,Train,Entry,160430
48854,2020-02,Sydenham Station,Train,Exit,166210
48855,2020-03,Sydenham Station,Train,Entry,131530
48856,2020-03,Sydenham Station,Train,Exit,126270
48857,2020-04,Sydenham Station,Train,Entry,45570
48858,2020-04,Sydenham Station,Train,Exit,46880
48859,2020-05,Sydenham Station,Train,Entry,76730
48860,2020-05,Sydenham Station,Train,Exit,75140
48861,2020-06,Sydenham Station,Train,Entry,87620
48862,2020-06,Sydenham Station,Train,Exit,86120
48863,2020-07,Sydenham Station,Train,Entry,100690
48864,2020-07,Sydenham Station,Train,Exit,101250
48865,2020-08,Sydenham Station,Train,Entry,100610
48866,2020-08,Sydenham Station,Train,Exit,100630
48867,2020-09,Sydenham Station,Train,Entry,100800
48868,2020-09,Sydenham Station,Train,Exit,103970
48869,2020-10,Sydenham Station,Train,Entry,107110
48870,2020-10,Sydenham Station,Train,Exit,105230
48871,2020-11,Sydenham Station,Train,Entry,104910
48872,2020-11,Sydenham Station,Train,Exit,104380
48873,2020-12,Sydenham Station,Train,Entry,109070
48874,2020-12,Sydenham Station,Train,Exit,108030
48875,2021-01,Sydenham Station,Train,Entry,93960
48876,2021-01,Sydenham Station,Train,Exit,94370
48877,2021-02,Sydenham Station,Train,Entry,104990
48878,2021-02,Sydenham Station,Train,Exit,103060
48879,2021-03,Sydenham Station,Train,Entry,126950
48880,2021-03,Sydenham Station,Train,Exit,126860
48881,2021-04,Sydenham Station,Train,Entry,112890
48882,2021-04,Sydenham Station,Train,Exit,112210
48883,2021-05,Sydenham Station,Train,Entry,128340
48884,2021-05,Sydenham Station,Train,Exit,128400
48885,2021-06,Sydenham Station,Train,Entry,119520
48886,2021-06,Sydenham Station,Train,Exit,116480
48887,2021-07,Sydenham Station,Train,Entry,64710
48888,2021-07,Sydenham Station,Train,Exit,65800
48889,2021-08,Sydenham Station,Train,Entry,39190
48890,2021-08,Sydenham Station,Train,Exit,39250
48891,2021-09,Sydenham Station,Train,Entry,38610
48892,2021-09,Sydenham Station,Train,Exit,39080
48893,2021-10,Sydenham Station,Train,Entry,78960
48894,2021-10,Sydenham Station,Train,Exit,78940
48895,2021-11,Sydenham Station,Train,Entry,103830
48896,2021-11,Sydenham Station,Train,Exit,103780
48897,2021-12,Sydenham Station,Train,Entry,111330
48898,2021-12,Sydenham Station,Train,Exit,108490
48899,2022-01,Sydenham Station,Train,Entry,109500
48900,2022-01,Sydenham Station,Train,Exit,109410
48901,2022-02,Sydenham Station,Train,Entry,92800
48902,2022-02,Sydenham Station,Train,Exit,93060
48903,2022-03,Sydenham Station,Train,Entry,103790
48904,2022-03,Sydenham Station,Train,Exit,103900
48905,2022-04,Sydenham Station,Train,Entry,101620
48906,2022-04,Sydenham Station,Train,Exit,102050
48907,2022-05,Sydenham Station,Train,Entry,126900
48908,2022-05,Sydenham Station,Train,Exit,126140
48909,2022-06,Sydenham Station,Train,Entry,119890
48910,2022-06,Sydenham Station,Train,Exit,119360
48911,2022-07,Sydenham Station,Train,Entry,223330
48912,2022-07,Sydenham Station,Train,Exit,218700
48913,2022-08,Sydenham Station,Train,Entry,137280
48914,2022-08,Sydenham Station,Train,Exit,134160
48915,2022-09,Sydenham Station,Train,Entry,182800
48916,2022-09,Sydenham Station,Train,Exit,179300
48917,2022-10,Sydenham Station,Train,Entry,189150
48918,2022-10,Sydenham Station,Train,Exit,187250
48919,2022-11,Sydenham Station,Train,Entry,114550
48920,2022-11,Sydenham Station,Train,Exit,112220
48921,2022-12,Sydenham Station,Train,Entry,132320
48922,2022-12,Sydenham Station,Train,Exit,132620
48923,2023-01,Sydenham Station,Train,Entry,116180
48924,2023-01,Sydenham Station,Train,Exit,119270
48925,2023-02,Sydenham Station,Train,Entry,145370
48926,2023-02,Sydenham Station,Train,Exit,146010
48927,2023-03,Sydenham Station,Train,Entry,143230
48928,2023-03,Sydenham Station,Train,Exit,145090
48929,2023-04,Sydenham Station,Train,Entry,163030
48930,2023-04,Sydenham Station,Train,Exit,164290
48931,2023-05,Sydenham Station,Train,Entry,152320
48932,2023-05,Sydenham Station,Train,Exit,153230
48933,2023-06,Sydenham Station,Train,Entry,147960
48934,2023-06,Sydenham Station,Train,Exit,150220
48935,2023-07,Sydenham Station,Train,Entry,240750
48936,2023-07,Sydenham Station,Train,Exit,239760
48937,2023-08,Sydenham Station,Train,Entry,161210
48938,2023-08,Sydenham Station,Train,Exit,161100
48939,2023-09,Sydenham Station,Train,Entry,222020
48940,2023-09,Sydenham Station,Train,Exit,218520
48941,2023-10,Sydenham Station,Train,Entry,200910
48942,2023-10,Sydenham Station,Train,Exit,198040
48943,2023-11,Sydenham Station,Train,Entry,167160
48944,2023-11,Sydenham Station,Train,Exit,167060
48945,2023-12,Sydenham Station,Train,Entry,183740
48946,2023-12,Sydenham Station,Train,Exit,180700
48947,2024-01,Sydenham Station,Train,Entry,338120
48948,2024-01,Sydenham Station,Train,Exit,333040
48949,2024-02,Sydenham Station,Train,Entry,169460
48950,2024-02,Sydenham Station,Train,Exit,166210
48951,2024-03,Sydenham Station,Train,Entry,165730
48952,2024-03,Sydenham Station,Train,Exit,169410
48953,2024-04,Sydenham Station,Train,Entry,250100
48954,2024-04,Sydenham Station,Train,Exit,248890
48955,2024-05,Sydenham Station,Train,Entry,168980
48956,2024-05,Sydenham Station,Train,Exit,174760
48957,2024-06,Sydenham Station,Train,Entry,183730
48958,2024-06,Sydenham Station,Train,Exit,180330
48959,2016-07,Tahmoor Station,Train,Entry,3540
48960,2016-07,Tahmoor Station,Train,Exit,3290
48961,2016-08,Tahmoor Station,Train,Entry,4070
48962,2016-08,Tahmoor Station,Train,Exit,3670
48963,2016-09,Tahmoor Station,Train,Entry,4130
48964,2016-09,Tahmoor Station,Train,Exit,3770
48965,2016-10,Tahmoor Station,Train,Entry,4300
48966,2016-10,Tahmoor Station,Train,Exit,3890
48967,2016-11,Tahmoor Station,Train,Entry,4390
48968,2016-11,Tahmoor Station,Train,Exit,3940
48969,2016-12,Tahmoor Station,Train,Entry,4230
48970,2016-12,Tahmoor Station,Train,Exit,3780
48971,2017-01,Tahmoor Station,Train,Entry,4110
48972,2017-01,Tahmoor Station,Train,Exit,3910
48973,2017-02,Tahmoor Station,Train,Entry,4140
48974,2017-02,Tahmoor Station,Train,Exit,3830
48975,2017-03,Tahmoor Station,Train,Entry,5110
48976,2017-03,Tahmoor Station,Train,Exit,4800
48977,2017-04,Tahmoor Station,Train,Entry,4140
48978,2017-04,Tahmoor Station,Train,Exit,3830
48979,2017-05,Tahmoor Station,Train,Entry,4860
48980,2017-05,Tahmoor Station,Train,Exit,4480
48981,2017-06,Tahmoor Station,Train,Entry,4430
48982,2017-06,Tahmoor Station,Train,Exit,3940
48983,2017-07,Tahmoor Station,Train,Entry,4600
48984,2017-07,Tahmoor Station,Train,Exit,4160
48985,2017-08,Tahmoor Station,Train,Entry,4630
48986,2017-08,Tahmoor Station,Train,Exit,4250
48987,2017-09,Tahmoor Station,Train,Entry,4620
48988,2017-09,Tahmoor Station,Train,Exit,4270
48989,2017-10,Tahmoor Station,Train,Entry,4550
48990,2017-10,Tahmoor Station,Train,Exit,4150
48991,2017-11,Tahmoor Station,Train,Entry,4700
48992,2017-11,Tahmoor Station,Train,Exit,4260
48993,2017-12,Tahmoor Station,Train,Entry,4110
48994,2017-12,Tahmoor Station,Train,Exit,3670
48995,2018-01,Tahmoor Station,Train,Entry,4010
48996,2018-01,Tahmoor Station,Train,Exit,3680
48997,2018-02,Tahmoor Station,Train,Entry,4030
48998,2018-02,Tahmoor Station,Train,Exit,3680
48999,2018-03,Tahmoor Station,Train,Entry,4880
49000,2018-03,Tahmoor Station,Train,Exit,4400
49001,2018-04,Tahmoor Station,Train,Entry,4610
49002,2018-04,Tahmoor Station,Train,Exit,4250
49003,2018-05,Tahmoor Station,Train,Entry,4900
49004,2018-05,Tahmoor Station,Train,Exit,4480
49005,2018-06,Tahmoor Station,Train,Entry,4530
49006,2018-06,Tahmoor Station,Train,Exit,3970
49007,2018-07,Tahmoor Station,Train,Entry,4870
49008,2018-07,Tahmoor Station,Train,Exit,4430
49009,2018-08,Tahmoor Station,Train,Entry,4870
49010,2018-08,Tahmoor Station,Train,Exit,4360
49011,2018-09,Tahmoor Station,Train,Entry,4730
49012,2018-09,Tahmoor Station,Train,Exit,4110
49013,2018-10,Tahmoor Station,Train,Entry,4830
49014,2018-10,Tahmoor Station,Train,Exit,4420
49015,2018-11,Tahmoor Station,Train,Entry,4780
49016,2018-11,Tahmoor Station,Train,Exit,4260
49017,2018-12,Tahmoor Station,Train,Entry,4450
49018,2018-12,Tahmoor Station,Train,Exit,3860
49019,2019-01,Tahmoor Station,Train,Entry,4180
49020,2019-01,Tahmoor Station,Train,Exit,3630
49021,2019-02,Tahmoor Station,Train,Entry,4310
49022,2019-02,Tahmoor Station,Train,Exit,3770
49023,2019-03,Tahmoor Station,Train,Entry,4950
49024,2019-03,Tahmoor Station,Train,Exit,4410
49025,2019-04,Tahmoor Station,Train,Entry,4590
49026,2019-04,Tahmoor Station,Train,Exit,4080
49027,2019-05,Tahmoor Station,Train,Entry,4720
49028,2019-05,Tahmoor Station,Train,Exit,4160
49029,2019-06,Tahmoor Station,Train,Entry,4270
49030,2019-06,Tahmoor Station,Train,Exit,3710
49031,2019-07,Tahmoor Station,Train,Entry,4880
49032,2019-07,Tahmoor Station,Train,Exit,4270
49033,2019-08,Tahmoor Station,Train,Entry,4650
49034,2019-08,Tahmoor Station,Train,Exit,4130
49035,2019-09,Tahmoor Station,Train,Entry,4360
49036,2019-09,Tahmoor Station,Train,Exit,3840
49037,2019-10,Tahmoor Station,Train,Entry,4800
49038,2019-10,Tahmoor Station,Train,Exit,4240
49039,2019-11,Tahmoor Station,Train,Entry,4570
49040,2019-11,Tahmoor Station,Train,Exit,3990
49041,2019-12,Tahmoor Station,Train,Entry,3740
49042,2019-12,Tahmoor Station,Train,Exit,3080
49043,2020-01,Tahmoor Station,Train,Entry,3480
49044,2020-01,Tahmoor Station,Train,Exit,2980
49045,2020-02,Tahmoor Station,Train,Entry,3760
49046,2020-02,Tahmoor Station,Train,Exit,3280
49047,2020-03,Tahmoor Station,Train,Entry,3110
49048,2020-03,Tahmoor Station,Train,Exit,2830
49049,2020-04,Tahmoor Station,Train,Entry,1000
49050,2020-04,Tahmoor Station,Train,Exit,900
49051,2020-05,Tahmoor Station,Train,Entry,1550
49052,2020-05,Tahmoor Station,Train,Exit,1350
49053,2020-06,Tahmoor Station,Train,Entry,2210
49054,2020-06,Tahmoor Station,Train,Exit,1990
49055,2020-07,Tahmoor Station,Train,Entry,2360
49056,2020-07,Tahmoor Station,Train,Exit,2100
49057,2020-08,Tahmoor Station,Train,Entry,2050
49058,2020-08,Tahmoor Station,Train,Exit,1870
49059,2020-09,Tahmoor Station,Train,Entry,2310
49060,2020-09,Tahmoor Station,Train,Exit,2120
49061,2020-10,Tahmoor Station,Train,Entry,2520
49062,2020-10,Tahmoor Station,Train,Exit,2250
49063,2020-11,Tahmoor Station,Train,Entry,2430
49064,2020-11,Tahmoor Station,Train,Exit,2170
49065,2020-12,Tahmoor Station,Train,Entry,2680
49066,2020-12,Tahmoor Station,Train,Exit,2330
49067,2021-01,Tahmoor Station,Train,Entry,2130
49068,2021-01,Tahmoor Station,Train,Exit,1890
49069,2021-02,Tahmoor Station,Train,Entry,2570
49070,2021-02,Tahmoor Station,Train,Exit,2290
49071,2021-03,Tahmoor Station,Train,Entry,3050
49072,2021-03,Tahmoor Station,Train,Exit,2720
49073,2021-04,Tahmoor Station,Train,Entry,3220
49074,2021-04,Tahmoor Station,Train,Exit,2900
49075,2021-05,Tahmoor Station,Train,Entry,2920
49076,2021-05,Tahmoor Station,Train,Exit,2550
49077,2021-06,Tahmoor Station,Train,Entry,2600
49078,2021-06,Tahmoor Station,Train,Exit,2380
49079,2021-07,Tahmoor Station,Train,Entry,1030
49080,2021-07,Tahmoor Station,Train,Exit,940
49081,2021-08,Tahmoor Station,Train,Entry,860
49082,2021-08,Tahmoor Station,Train,Exit,790
49083,2021-09,Tahmoor Station,Train,Entry,820
49084,2021-09,Tahmoor Station,Train,Exit,820
49085,2021-10,Tahmoor Station,Train,Entry,1470
49086,2021-10,Tahmoor Station,Train,Exit,1330
49087,2021-11,Tahmoor Station,Train,Entry,2030
49088,2021-11,Tahmoor Station,Train,Exit,1680
49089,2021-12,Tahmoor Station,Train,Entry,2230
49090,2021-12,Tahmoor Station,Train,Exit,1940
49091,2022-01,Tahmoor Station,Train,Entry,1610
49092,2022-01,Tahmoor Station,Train,Exit,1470
49093,2022-02,Tahmoor Station,Train,Entry,1810
49094,2022-02,Tahmoor Station,Train,Exit,1650
49095,2022-03,Tahmoor Station,Train,Entry,1380
49096,2022-03,Tahmoor Station,Train,Exit,1130
49097,2022-04,Tahmoor Station,Train,Entry,2330
49098,2022-04,Tahmoor Station,Train,Exit,1980
49099,2022-05,Tahmoor Station,Train,Entry,2670
49100,2022-05,Tahmoor Station,Train,Exit,2290
49101,2022-06,Tahmoor Station,Train,Entry,2500
49102,2022-06,Tahmoor Station,Train,Exit,2050
49103,2022-07,Tahmoor Station,Train,Entry,2210
49104,2022-07,Tahmoor Station,Train,Exit,1840
49105,2022-08,Tahmoor Station,Train,Entry,2320
49106,2022-08,Tahmoor Station,Train,Exit,2020
49107,2022-09,Tahmoor Station,Train,Entry,2320
49108,2022-09,Tahmoor Station,Train,Exit,1870
49109,2022-10,Tahmoor Station,Train,Entry,2540
49110,2022-10,Tahmoor Station,Train,Exit,2200
49111,2022-11,Tahmoor Station,Train,Entry,2120
49112,2022-11,Tahmoor Station,Train,Exit,1860
49113,2022-12,Tahmoor Station,Train,Entry,2590
49114,2022-12,Tahmoor Station,Train,Exit,2250
49115,2023-01,Tahmoor Station,Train,Entry,2550
49116,2023-01,Tahmoor Station,Train,Exit,2130
49117,2023-02,Tahmoor Station,Train,Entry,2720
49118,2023-02,Tahmoor Station,Train,Exit,2510
49119,2023-03,Tahmoor Station,Train,Entry,3230
49120,2023-03,Tahmoor Station,Train,Exit,2790
49121,2023-04,Tahmoor Station,Train,Entry,2530
49122,2023-04,Tahmoor Station,Train,Exit,2180
49123,2023-05,Tahmoor Station,Train,Entry,3110
49124,2023-05,Tahmoor Station,Train,Exit,2760
49125,2023-06,Tahmoor Station,Train,Entry,2990
49126,2023-06,Tahmoor Station,Train,Exit,2580
49127,2023-07,Tahmoor Station,Train,Entry,3150
49128,2023-07,Tahmoor Station,Train,Exit,2790
49129,2023-08,Tahmoor Station,Train,Entry,3310
49130,2023-08,Tahmoor Station,Train,Exit,2830
49131,2023-09,Tahmoor Station,Train,Entry,3060
49132,2023-09,Tahmoor Station,Train,Exit,2560
49133,2023-10,Tahmoor Station,Train,Entry,3340
49134,2023-10,Tahmoor Station,Train,Exit,2830
49135,2023-11,Tahmoor Station,Train,Entry,3380
49136,2023-11,Tahmoor Station,Train,Exit,2850
49137,2023-12,Tahmoor Station,Train,Entry,3080
49138,2023-12,Tahmoor Station,Train,Exit,2550
49139,2024-01,Tahmoor Station,Train,Entry,3190
49140,2024-01,Tahmoor Station,Train,Exit,2690
49141,2024-02,Tahmoor Station,Train,Entry,3380
49142,2024-02,Tahmoor Station,Train,Exit,2850
49143,2024-03,Tahmoor Station,Train,Entry,3570
49144,2024-03,Tahmoor Station,Train,Exit,3170
49145,2024-04,Tahmoor Station,Train,Entry,3420
49146,2024-04,Tahmoor Station,Train,Exit,2970
49147,2024-05,Tahmoor Station,Train,Entry,3940
49148,2024-05,Tahmoor Station,Train,Exit,3410
49149,2024-06,Tahmoor Station,Train,Entry,3030
49150,2024-06,Tahmoor Station,Train,Exit,2550
49151,2019-04,Tallawong Station,Metro,Entry,Less than 50
49152,2019-04,Tallawong Station,Metro,Exit,Less than 50
49153,2019-05,Tallawong Station,Metro,Entry,13000
49154,2019-05,Tallawong Station,Metro,Exit,12960
49155,2019-06,Tallawong Station,Metro,Entry,69390
49156,2019-06,Tallawong Station,Metro,Exit,67350
49157,2019-07,Tallawong Station,Metro,Entry,71180
49158,2019-07,Tallawong Station,Metro,Exit,68810
49159,2019-08,Tallawong Station,Metro,Entry,67220
49160,2019-08,Tallawong Station,Metro,Exit,64780
49161,2019-09,Tallawong Station,Metro,Entry,67230
49162,2019-09,Tallawong Station,Metro,Exit,64840
49163,2019-10,Tallawong Station,Metro,Entry,75520
49164,2019-10,Tallawong Station,Metro,Exit,72540
49165,2019-11,Tallawong Station,Metro,Entry,72070
49166,2019-11,Tallawong Station,Metro,Exit,68840
49167,2019-12,Tallawong Station,Metro,Entry,73910
49168,2019-12,Tallawong Station,Metro,Exit,69420
49169,2020-01,Tallawong Station,Metro,Entry,72090
49170,2020-01,Tallawong Station,Metro,Exit,69390
49171,2020-02,Tallawong Station,Metro,Entry,74570
49172,2020-02,Tallawong Station,Metro,Exit,71410
49173,2020-03,Tallawong Station,Metro,Entry,53250
49174,2020-03,Tallawong Station,Metro,Exit,52220
49175,2020-04,Tallawong Station,Metro,Entry,10530
49176,2020-04,Tallawong Station,Metro,Exit,10450
49177,2020-05,Tallawong Station,Metro,Entry,16830
49178,2020-05,Tallawong Station,Metro,Exit,16860
49179,2020-06,Tallawong Station,Metro,Entry,29540
49180,2020-06,Tallawong Station,Metro,Exit,29410
49181,2020-07,Tallawong Station,Metro,Entry,35460
49182,2020-07,Tallawong Station,Metro,Exit,34520
49183,2020-08,Tallawong Station,Metro,Entry,36300
49184,2020-08,Tallawong Station,Metro,Exit,35550
49185,2020-09,Tallawong Station,Metro,Entry,39300
49186,2020-09,Tallawong Station,Metro,Exit,38340
49187,2020-10,Tallawong Station,Metro,Entry,41340
49188,2020-10,Tallawong Station,Metro,Exit,39880
49189,2020-11,Tallawong Station,Metro,Entry,47390
49190,2020-11,Tallawong Station,Metro,Exit,45810
49191,2020-12,Tallawong Station,Metro,Entry,45870
49192,2020-12,Tallawong Station,Metro,Exit,43970
49193,2021-01,Tallawong Station,Metro,Entry,36150
49194,2021-01,Tallawong Station,Metro,Exit,34900
49195,2021-02,Tallawong Station,Metro,Entry,56640
49196,2021-02,Tallawong Station,Metro,Exit,54390
49197,2021-03,Tallawong Station,Metro,Entry,63980
49198,2021-03,Tallawong Station,Metro,Exit,60690
49199,2021-04,Tallawong Station,Metro,Entry,64470
49200,2021-04,Tallawong Station,Metro,Exit,61240
49201,2021-05,Tallawong Station,Metro,Entry,74620
49202,2021-05,Tallawong Station,Metro,Exit,72010
49203,2021-06,Tallawong Station,Metro,Entry,57830
49204,2021-06,Tallawong Station,Metro,Exit,55160
